start_time,end_time,duration,x,y,avg_pupil_size,pupil_size_norm,weight_meme,weight_ort,weight_person,weight_politik,weight_text
0.0,282.858,282.858,434.78423168784695,321.73781708667155,3.2282863193088107,-0.877918136850448,0.0,0.0,1.0,0.0,0.0
316.203,648.981,332.778,419.5106641812758,193.49356727166608,3.2176611764090404,-0.9533688568194072,,,,,
698.85,1297.865,599.015,417.72664910868593,452.3851639346073,3.33121057458826,-0.1470376925722575,,,,,
1314.514,1664.019,349.5050000000001,428.4100439237512,443.90126414920974,3.275147524746981,-0.5451497475425062,,,,,
1680.618,2196.385,515.7670000000003,467.78866630612,468.363779963869,3.268610954284668,-0.591566906555026,,,,,
2213.186,2612.51,399.32400000000007,367.5879171261421,491.6391739478478,3.243683471679688,-0.7685806679040735,,,,,
2629.095,3078.376,449.2810000000004,335.730136674026,515.3156839568039,3.214425495692662,-0.9763459068170792,,,,,
3244.805,3394.511,149.70600000000013,371.26349319111216,274.2110501636158,3.2384071350097656,-0.8060487193269716,,,,,
3427.818,4093.459,665.6409999999996,424.1286263579414,196.82881690206983,3.259159553341749,-0.6586827103221389,,,,,
4126.703,4492.805,366.1019999999999,286.8661085764567,235.0014229615529,3.273757602857507,-0.55501978959754,,,,,
4509.403,4758.982,249.57899999999967,260.98032698911777,227.5504347156076,3.2423171997070312,-0.7782827683824174,,,,,
5025.213,5258.231,233.01800000000003,450.352843105793,190.85475280880928,3.2275416056315103,-0.8832064594314332,,,,,
5274.88,5840.641,565.7609999999995,425.5087713400523,200.06887399488025,3.3493767874581475,-0.0180367131904174,,,,,
5873.912,6156.811,282.89899999999943,435.1303113134284,340.9209496096561,3.355718824598524,0.0269990357708165,,,,,
6173.434,6722.562,549.1279999999997,456.60140310015,365.1681886400496,3.398406982421875,0.3301339933241876,,,,,
6755.898,6888.969,133.0709999999999,429.1407084465027,431.9676995277405,3.489095052083333,0.974123463686988,,,,,
6905.646,7022.028,116.38200000000052,424.9452379014757,498.68003527323407,3.260688781738281,-0.6478234320419558,,,,,
7205.181,7904.099,698.9180000000006,468.9259474927729,362.01792603189296,3.6076967106309046,1.8163314802135544,,,,,
7937.2,8120.338,183.13799999999992,421.5236443739671,333.022009409391,3.543197631835937,1.358313928984188,,,,,
8170.259,8586.182,415.9230000000007,423.3209212621053,196.8610416959833,3.510838435246394,1.1285264613397852,,,,,
8602.918,8802.581,199.6630000000005,426.4484433900743,215.98061876637595,3.580751272348257,1.6249879154744058,,,,,
8935.751,9135.327,199.5759999999991,422.9620401675885,213.757598400116,3.626189598670373,1.9476522285597595,,,,,
