start_time,end_time,duration,x,y,avg_pupil_size,pupil_size_norm,weight_meme,weight_ort,weight_person,weight_politik,weight_text
83.144,332.782,249.638,356.8806304651148,328.79458876217114,4.617981910705566,3.34800922345328,0.0,0.5,0.0,0.0,1.0
366.353,549.072,182.719,339.21972238100494,171.00280064802902,4.128562927246094,1.6820171568747813,,,,,
598.987,798.651,199.664,421.03539449828014,179.18984719685145,3.6000471848707933,-0.1170610636618116,,,,,
831.963,1031.635,199.67200000000005,338.70453238487244,252.2046216896602,3.3883021428034854,-0.8378454470707503,,,,,
1048.229,1247.988,199.759,388.6286471571241,260.9534502029419,3.427027188814604,-0.7060246113189794,,,,,
1281.177,1547.483,266.30600000000004,371.6736978954739,338.07791074117023,3.5529506907743564,-0.2773784771256525,,,,,
1564.44,1780.356,215.916,376.52729113896686,423.7330118815104,3.7746996198381697,0.4774593388929465,,,,,
2013.787,2246.398,232.6110000000001,415.1531308889389,425.167827308178,3.884904988606771,0.8526006314620583,,,,,
2263.324,2545.893,282.569,355.250768912466,451.0062769839638,3.892701890733507,0.8791414431715154,,,,,
2562.859,2828.682,265.82299999999987,367.1240733729469,517.6698817147148,3.843737882726333,0.7124669747820127,,,,,
2862.391,3144.979,282.58799999999974,466.69050643318576,538.4756263933683,3.919452243381076,0.970200181788502,,,,,
3161.89,3577.501,415.61100000000033,485.2584944831,573.3204735649956,3.7464461693396935,0.3812840249498425,,,,,
3611.293,3877.008,265.7149999999997,394.7515434688992,444.0602037641737,3.681882072897519,0.1615065416610693,,,,,
4093.664,4575.954,482.2899999999995,386.1665375771061,379.58369485793577,3.556281026204427,-0.2660419483168919,,,,,
4609.606,5091.877,482.27100000000064,328.266579105008,538.4842580364597,3.373241170247396,-0.8891133006714461,,,,,
5108.788,5574.31,465.5220000000008,294.1081368923187,498.3726612726848,3.430273911048626,-0.694972703511824,,,,,
5640.947,5823.946,182.9989999999998,333.0517053604126,272.2106186243204,3.488170623779297,-0.497891128521672,,,,,
5857.585,6123.454,265.8689999999997,346.1906717883216,169.0038753880395,3.414763506721048,-0.747770431905025,,,,,
6157.106,6389.679,232.57300000000032,460.6874376535416,173.79870489239693,3.2782318115234377,-1.212527069311935,,,,,
6539.716,6789.101,249.3849999999993,389.5911363994374,241.95197329801672,3.420618057250977,-0.7278414241103129,,,,,
6856.037,7171.776,315.7389999999996,545.352418082101,511.1565090361096,3.464115524291992,-0.5797751711538778,,,,,
7188.521,7870.624,682.1030000000001,512.089290175327,476.0096594344738,3.554693131219773,-0.2714471747923622,,,,,
7904.295,8669.405,765.1100000000006,369.9741909901301,448.43518137931824,3.734516062635056,0.3406737016990562,,,,,
8703.026,8968.912,265.8860000000004,318.3191570970747,401.5168408552806,3.5797455731560204,-0.1861681583978898,,,,,
9002.551,9518.056,515.505000000001,243.3710806297533,446.4700684402928,3.361192226409912,-0.9301281479133904,,,,,
9551.801,9784.32,232.51900000000023,336.6066500544548,368.7173843383789,3.380802917480469,-0.8633729609512273,,,,,
