start_time,end_time,duration,x,y,avg_pupil_size,pupil_size_norm,weight_meme,weight_ort,weight_person,weight_politik,weight_text
0.0,199.669,199.669,383.0812684127263,196.33415511676245,3.2051004263070912,-0.9223268683185994,0.0,0.0,1.0,0.0,0.0
216.641,416.399,199.758,408.3865089075906,233.4568236555372,3.2339236919696512,-0.7336041965738188,,,,,
482.881,666.265,183.384,347.4747877854567,796.7497110366821,3.216224670410156,-0.8494899770083076,,,,,
682.56,1048.509,365.94900000000007,298.151362935702,793.9743757247925,3.212214926014776,-0.8757441039406628,,,,,
1065.489,1281.597,216.10799999999995,335.7756408055623,790.6363646189371,3.1329498291015625,-1.394738760573265,,,,,
1298.049,1514.727,216.6780000000001,375.9156966209412,785.5503829320272,3.090790339878627,-1.6707814386894606,,,,,
1531.197,1964.061,432.864,397.1938235419137,785.4363773550306,3.190097102412471,-1.0205623494605909,,,,,
1980.474,2196.563,216.08900000000017,449.2098108927409,785.3668832778931,3.3301783970424106,-0.103368701331756,,,,,
2213.636,2579.512,365.8760000000002,467.91029175122577,794.1350678602854,3.4161453247070312,0.4595067361878575,,,,,
2612.957,2795.573,182.616,380.8974174352792,790.976698581989,3.4595165252685547,0.7434831926579346,,,,,
2845.539,3045.113,199.5739999999996,388.7871197291783,459.4579117638724,3.4036037738506613,0.3773899138559716,,,,,
3128.631,3378.231,249.6000000000004,414.2780668595258,227.325853880714,3.354706287384033,0.0572296518085969,,,,,
3444.455,3644.32,199.86500000000024,242.378146307809,575.1375011035374,3.33502197265625,-0.0716549968076707,,,,,
3661.181,3843.991,182.81,214.01206300808832,579.2906155953041,3.3426736195882163,-0.0215552173741359,,,,,
3860.746,4027.192,166.4459999999999,198.4433973828952,552.4590253829956,3.348048123446378,0.0136347829294176,,,,,
4077.112,4310.081,232.96900000000005,389.11727517843246,297.2109228372574,3.3078989664713543,-0.2492450815985383,,,,,
4343.072,4509.84,166.76800000000003,383.7253322203954,397.1965303023656,3.273110129616477,-0.4770278149990047,,,,,
4559.659,5208.56,648.9010000000007,420.5781407472564,211.5068140553265,3.386861228942871,0.2677667419435175,,,,,
5225.273,5391.295,166.0219999999999,417.2531485557556,209.420615931352,3.496272693980824,0.9841471910990202,,,,,
5441.165,5607.98,166.8149999999996,357.56805042425793,465.2754445870717,3.596721302379261,1.6418426088192426,,,,,
5657.799,5840.605,182.8059999999996,403.3368523304279,244.6565178724436,3.641034444173177,1.9319865019734497,,,,,
5857.557,6040.275,182.71799999999985,406.53684933980304,211.95607582728067,3.63815180460612,1.9131121854008144,,,,,
