start_time,end_time,duration,x,y,avg_pupil_size,pupil_size_norm,weight_meme,weight_ort,weight_person,weight_politik,weight_text
0.0,249.638,249.638,281.6899860606474,592.4392882515402,3.709012508392334,2.131877680050676,0.0,0.0,1.0,1.0,1.0
316.143,449.213,133.07000000000005,392.5057375431061,185.12200593948364,3.443039788140191,1.361933603859042,,,,,
482.42,1497.537,1015.117,296.44469703946794,167.77000635389297,3.265971029958417,0.8493508047230204,,,,,
1564.181,4442.839,2878.658,518.630350794111,191.7426884174347,3.470628234161728,1.441797285237635,,,,,
4492.709,5358.154,865.4450000000006,296.9868814503705,166.7975824188303,3.5616011709537148,1.705147878901317,,,,,
5374.61,5574.285,199.67500000000013,298.3037497316088,195.5184813056673,3.524019094613882,1.5963544018056044,,,,,
5657.551,5873.816,216.26499999999945,357.75275866190594,673.6913108825684,3.493861607142857,1.5090537989124702,,,,,
5890.507,6589.45,698.9430000000002,372.7212488651276,704.0838637135246,3.256566424702489,0.8221261325880048,,,,,
6922.038,7205.105,283.067,573.5692501068115,243.43252558457223,2.9565336439344616,-0.0464158065877463,,,,,
7221.63,7354.948,133.3180000000002,540.5903100967407,209.9373668432236,2.852405124240452,-0.3478494905573003,,,,,
7404.766,7620.98,216.214,337.55393902460736,35.73056819538275,2.781846182686942,-0.552105171440568,,,,,
7637.671,7987.045,349.3739999999998,321.51801689811373,31.317759653472383,2.8035528009588067,-0.4892683431495631,,,,,
8003.943,8136.846,132.90299999999934,375.3141057491303,39.760903529822826,2.843270195855035,-0.3742934957549709,,,,,
8203.507,8336.516,133.009,230.7433199882508,235.05887269973755,2.85499996609158,-0.3403378814342422,,,,,
8353.253,8502.998,149.74499999999898,206.0156469995325,262.7215071157976,2.923944854736328,-0.1407545988126556,,,,,
8553.01,8719.236,166.22600000000057,403.7737399339676,331.02848529815674,3.0077008334073154,0.1017041750128152,,,,,
8752.671,8885.56,132.8889999999992,492.3931407928467,399.58682894706726,2.9775797526041665,0.0145089629967544,,,,,
8902.416,9152.089,249.67300000000068,524.5626828249763,460.4159018572639,2.8814034461975098,-0.2639044672136703,,,,,
9202.005,9351.847,149.84200000000055,522.2519809549505,364.5686171271584,2.6688766479492188,-0.8791320333645177,,,,,
9368.183,9784.27,416.08699999999953,507.5073003768921,332.77250793245105,2.4953126173753004,-1.381569264722854,,,,,
9834.139,10133.644,299.505000000001,343.730543255806,309.74210500717163,2.4525829114412008,-1.505264220845353,,,,,
10150.49,10350.152,199.66200000000023,304.7252527305058,285.23940443992615,2.525005634014423,-1.295613222900675,,,,,
10400.067,10749.57,349.5030000000006,285.240738288216,161.0861731612164,2.609647577459162,-1.0505897374438082,,,,,
10765.929,10982.29,216.3610000000008,293.105669816335,177.5274439652761,2.717522212437221,-0.738311710983228,,,,,
10999.146,11381.632,382.48599999999897,296.6884083747864,196.2989816665649,2.820183118184408,-0.4411265103296386,,,,,
11414.899,11830.942,416.04299999999967,351.1331072560063,299.773014916314,2.8386124830979567,-0.3877767520171726,,,,,
11897.626,13228.729,1331.1029999999992,521.9544890450268,195.95286053855244,2.739147044994213,-0.67571163790014,,,,,
13245.53,13644.856,399.3259999999991,509.2186441788307,240.84956187468308,2.7888455200195312,-0.531843325370846,,,,,
13661.285,14892.842,1231.5570000000007,531.1463719920108,237.38718691625093,2.940791320800781,-0.0919870532583864,,,,,
