image_id,cluster,labels_txt,strong_tags,weak_tags,meme,person,politik,ort,text,meme_weight,person_weight,politik_weight,ort_weight,text_weight
085,0,person (text),person,text,0,1,0,0,1,0.0,1.0,0.0,0.0,0.5
086,3,person,person,,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
087,2,person (text),person,text,0,1,0,0,1,0.0,1.0,0.0,0.0,0.5
088,0,person text politik,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
089,4,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
090,2,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
091,2,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
092,3,person politik (text),"person,politik",text,0,1,1,0,1,0.0,1.0,1.0,0.0,0.5
093,2,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
094,4,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
095,3,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
096,0,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
097,0,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
098,4,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
099,4,person politik text,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
100,3,person politik text,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
101,3,person politik,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
102,0,person politik (text),"person,politik",text,0,1,1,0,1,0.0,1.0,1.0,0.0,0.5
103,3,politik person,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
104,4,politik person,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
105,4,politik person,"person,politik",,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
106,4,meme text (politik),"meme,text",politik,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0
107,1,politik person text meme,"meme,person,politik,text",,1,1,1,0,1,1.0,1.0,1.0,0.0,1.0
108,4,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
109,4,meme text politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
110,1,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
111,3,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
112,3,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
113,4,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
114,4,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
115,3,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
116,1,meme text politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
117,4,meme text politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
118,1,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
119,1,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
120,4,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
121,3,meme text,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
122,4,meme text politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
123,0,meme text politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
124,1,meme text politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
125,4,text meme,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
126,3,text politik,"politik,text",,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
127,4,text politik,"politik,text",,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
128,3,text (ort),text,ort,0,0,0,1,1,0.0,0.0,0.0,0.5,1.0
129,1,text (ort),text,ort,0,0,0,1,1,0.0,0.0,0.0,0.5,1.0
130,4,text (ort),text,ort,0,0,0,1,1,0.0,0.0,0.0,0.5,1.0
131,0,text person (politik),"person,text",politik,0,1,1,0,1,0.0,1.0,0.5,0.0,1.0
132,3,text person,"person,text",,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
133,4,text person,"person,text",,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
134,0,text politik (person),"politik,text",person,0,1,1,0,1,0.0,0.5,1.0,0.0,1.0
135,4,text person politik (meme),"person,politik,text",meme,1,1,1,0,1,0.5,1.0,1.0,0.0,1.0
136,4,text person politik,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
137,3,text person politik,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
138,4,text person politik,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
139,0,text person politik,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
140,3,text person politik,"person,politik,text",,0,1,1,0,1,0.0,1.0,1.0,0.0,1.0
141,1,text meme politik,"meme,politik,text",,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0
142,3,text,text,,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
143,4,text,text,,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
144,4,text,text,,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
146,1,text politik,"politik,text",,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
147,4,text meme,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
148,1,text meme,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
149,4,text meme,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
150,4,text meme,"meme,text",,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
151,2,text meme (politik),"meme,text",politik,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0
152,4,text meme (politik),"meme,text",politik,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0
153,4,text meme (politik),"meme,text",politik,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0
