file,n_fix,view_time_total,sum_fix_dur,fix_dur_mean,fix_dur_median,scanpath_length,bcea_68,bcea_95,participant,image_id,primary_label
P043_id051_person_00100.csv,18,5408.492,4691.514999999999,260.6397222222222,241.16349999999989,1874.9021656667373,104810.0825421366,275816.00668983324,043,051,person
P043_id052_person_00100.csv,20,5374.432,4623.133999999998,231.15669999999992,207.736,2348.8992349103337,89717.40449042637,236098.43286954312,043,052,person
P043_id053_person_00100.csv,16,5308.581,4760.524000000001,297.5327500000001,249.6670000000001,1935.2310920359953,105511.27534957057,277661.25091992255,043,053,person
P043_id054_person_00100.csv,22,6377.317,5378.638,244.48354545454546,216.8645000000002,1746.2265863553544,31381.850536517984,82583.81720136314,043,054,person
P043_id055_person_00100.csv,39,13328.688,11287.082000000004,289.41235897435905,265.6710000000003,4482.486581608784,135427.8460642595,356389.06859015656,043,055,person
P043_id056_person_00100.csv,41,11415.798,10074.764999999998,245.72597560975603,265.2750000000001,3886.0917440063513,100215.27593862686,263724.4103648075,043,056,person
P043_id057_person_00100.csv,12,5039.12,4328.217000000001,360.68475000000007,241.5985,2033.2654884581193,65380.124949443365,172052.96039327202,043,057,person
P043_id058_person_00100.csv,20,6357.183,5376.414000000001,268.82070000000004,215.57150000000004,2324.2758378874864,142629.43428807755,375340.61654757254,043,058,person
P043_id059_person_00100.csv,21,6822.127,6144.091,292.5757619047619,299.39599999999973,2171.7285747409987,45371.53469581418,119398.77551530048,043,059,person
P043_id060_person_00100.csv,18,5491.169,4723.746000000001,262.4303333333334,232.54749999999987,1340.2321415820188,32031.34590460803,84293.0155384422,043,060,person
P043_id061_person_00100.csv,17,5608.012,5078.2159999999985,298.718588235294,283.5799999999999,2095.921012881486,59574.9959177661,156776.3050467529,043,061,person
P043_id062_person_00100.csv,23,7621.738,6725.702,292.4218260869565,249.6009999999997,2454.8179313525675,102383.7525342085,269430.92772160127,043,062,person
P043_id063_person_00100.csv,18,5558.193,4942.898999999999,274.60549999999995,233.6049999999999,2419.066083452902,143398.2584507228,377363.83802821784,043,063,person
P043_id064_person_00100.csv,23,8137.069,6969.563999999999,303.0245217391304,282.409,2593.6369656253687,48927.078341362714,128755.46931937558,043,064,person
P043_id065_person_00100.csv,23,7221.417,6307.313999999999,274.23104347826086,199.76800000000003,1905.0053801908418,34343.671260015915,90378.08226319979,043,065,person
P043_id066_person_00100.csv,19,6405.84,5646.5960000000005,297.18926315789474,233.559,1248.8239409798437,28202.64991256629,74217.49976991129,043,066,person
P043_id067_person_00100.csv,23,6839.072,5926.877,257.6903043478261,231.8290000000001,2307.741228903737,21925.84959024414,57699.604184853,043,067,person
P043_id068_person_00100.csv,21,6456.631,5392.992,256.8091428571429,232.83800000000065,2539.367577215527,95212.5848115566,250559.43371462263,043,068,person
P043_id069_person_00100.csv,16,5141.761,4311.6,269.475,265.40049999999985,2180.649763477347,114404.79031722868,301065.23767691763,043,069,person
P043_id070_person_00100.csv,13,5158.904,4561.219000000002,350.86300000000017,283.61799999999994,1966.7065106786663,172198.72980403222,453154.55211587425,043,070,person
P043_id071_person_00100.csv,16,6240.068,5692.877999999999,355.8048749999999,266.50749999999994,2034.4588279573888,54394.997093565005,143144.72919359212,043,071,person
P043_id072_person_00100.csv,23,6839.072,6240.491999999999,271.3257391304347,249.5999999999999,2135.5425293408794,37896.24574347937,99726.96248284043,043,072,person
P043_id073_person_00100.csv,21,8279.291,6858.528000000001,326.5965714285715,315.5610000000006,1974.5453271146596,45985.15154873069,121013.55670718603,043,073,person
P043_id074_person_00101.csv,25,7372.437,6527.823,261.11292000000003,233.559,1878.8082761931169,52000.316513239486,136842.93819273548,043,074,person
P043_id075_person_00100.csv,16,5608.001,5077.8589999999995,317.36618749999997,308.0535,1611.797098263631,82599.07758237892,217365.99363783927,043,075,person
P043_id076_person_00101.csv,18,6938.913,5811.6759999999995,322.8708888888889,249.64049999999997,2161.442808317573,55277.500938330566,145467.10773244887,043,076,person
P043_id077_person_00100.csv,15,6422.672,5943.364,396.22426666666667,266.80600000000004,1818.2668978918593,36264.804046646466,95433.69485959595,043,077,person
P043_id078_person_00100.csv,25,9035.279,8007.223,320.28892,283.4000000000001,2849.8436929701256,80976.43627721454,213095.88494003826,043,078,person
P043_id079_person_00100.csv,24,8169.811,7405.321999999998,308.55508333333324,249.62649999999985,2419.892490629441,102428.55133194845,269548.8192946012,043,079,person
P043_id080_person_00100.csv,17,6673.286,5993.303,352.5472352941176,233.98100000000025,2535.508153466724,62412.10626714702,164242.38491354478,043,080,person
P043_id081_person_00100.csv,17,6723.21,5977.261,351.6035882352941,316.6809999999996,2048.5298229690216,50310.586556974886,132396.2804130918,043,081,person
P043_id082_person_00101.csv,21,6190.082,5224.383000000001,248.7801428571429,232.61499999999967,1844.3291393893871,38060.21282357793,100158.45479888929,043,082,person
P043_id083_person_00100.csv,18,5656.616,4713.263,261.84794444444447,225.53549999999996,2398.5446796509764,82741.48291346048,217740.74450910653,043,083,person
P043_id084_person_00101.csv,14,5291.83,4210.751,300.76792857142857,274.41600000000005,1423.6643360231833,44356.33927944611,116727.20863012134,043,084,person
P043_id085_person_00101.csv,18,5823.675,5037.736999999999,279.8742777777777,232.58849999999995,1849.8888777135533,46814.53838946477,123196.15365648623,043,085,person
P043_id086_person_00100.csv,15,5241.79,4529.859000000001,301.9906000000001,266.3810000000001,670.4991511835077,10674.83524741839,28091.67170373261,043,086,person
P043_id087_person_00101.csv,18,5608.084,4925.713999999998,273.65077777777765,249.49800000000005,1828.0919180427768,79008.693457635,207917.61436219738,043,087,person
P043_id088_politik_00111.csv,42,11431.813,9202.171,219.09930952380952,199.57900000000018,5522.487690925985,150909.5286176421,397130.3384674792,043,088,politik
P043_id089_politik_00110.csv,18,5124.6,4489.155999999999,249.3975555555555,249.5914999999997,2660.287347670702,128068.73394119243,337022.9840557696,043,089,politik
P043_id090_politik_00110.csv,17,6072.914,5525.996999999999,325.0586470588235,233.5589999999997,1699.6577298135617,67067.85669950981,176494.35973555216,043,090,politik
P043_id091_politik_00110.csv,22,5974.416,4997.827000000001,227.1739545454546,208.06550000000024,2224.256289867478,71957.08515369268,189360.75040445445,043,091,politik
P043_id092_politik_00111.csv,30,8670.1,7607.946000000001,253.59820000000002,233.08699999999982,3308.2236020418804,97039.36118258683,255366.73995417586,043,092,politik
P043_id093_politik_00110.csv,20,6689.317,5561.410999999999,278.07054999999997,233.63499999999976,2172.424972003938,32222.8140853702,84796.87917202683,043,093,politik
P043_id094_politik_00110.csv,20,8270.692,7440.470999999999,372.02354999999994,341.00649999999996,3248.071473350003,125092.84745277851,329191.7038231013,043,094,politik
P043_id095_politik_00110.csv,19,5806.764,5125.469999999999,269.7615789473684,216.817,2373.4810468364094,70458.72276568117,185417.69148863468,043,095,politik
P043_id096_politik_00110.csv,20,6123.199,5126.216,256.31080000000003,241.07650000000012,1713.1973515471511,82330.33365556173,216658.77277779402,043,096,politik
P043_id097_politik_00110.csv,14,5308.963,4575.789000000002,326.84207142857156,274.5630000000001,1187.07787238875,13714.865497002673,36091.75130790178,043,097,politik
P043_id098_politik_00110.csv,24,8785.834,7625.403000000002,317.7251250000001,216.5245,2847.2950684048087,147857.4789252024,389098.62875053263,043,098,politik
P043_id099_politik_00111.csv,12,5607.918,5044.355000000001,420.36291666666676,249.72500000000036,1185.487731897572,38218.63739480082,100575.36156526531,043,099,politik
P043_id100_politik_00111.csv,35,9734.52,8755.642,250.1612,249.4459999999999,3248.650906910325,73294.8118904452,192881.08392222424,043,100,politik
P043_id101_politik_00110.csv,16,6339.84,5742.361000000001,358.89756250000005,274.47950000000014,1116.911579375376,28276.39059073024,74411.55418613221,043,101,politik
P043_id102_politik_00111.csv,21,7338.268,6472.766,308.22695238095235,249.59900000000016,1399.9237197612417,28560.451794955203,75159.08367093475,043,102,politik
P043_id103_politik_00110.csv,21,7271.149,6110.6370000000015,290.98271428571434,232.77200000000016,2617.9474970219226,61694.36481451632,162353.5916171482,043,103,politik
P043_id104_politik_00110.csv,17,7388.141,6270.6990000000005,368.86464705882355,299.528,1826.9936232112964,57314.02097399618,150826.37098420048,043,104,politik
P043_id105_politik_00110.csv,17,6156.22,5223.5700000000015,307.26882352941186,282.481,1949.4928089132347,118643.49835788154,312219.73252074094,043,105,politik
P043_id106_meme_10011.csv,34,8802.914,7441.067999999999,218.85494117647056,199.7164999999996,4783.285643303969,150092.11351578048,394979.24609415914,043,106,meme
P043_id107_meme_10111.csv,27,7504.911,6210.626,230.02318518518518,199.6800000000003,3827.965138464187,156888.71648853063,412865.04339087004,043,107,meme
P043_id108_meme_10001.csv,38,9500.864,8136.314,214.11352631578947,199.6810000000005,3505.103681940655,67845.7586298529,178541.4700785603,043,108,meme
P043_id109_meme_10011.csv,31,8137.06,6739.004,217.3872258064516,216.636,4327.563265563456,179915.16815826582,473460.9688375415,043,109,meme
P043_id110_meme_10001.csv,22,5624.08,4925.557,223.88895454545454,208.21649999999983,2479.0695398548687,114946.63836641777,302491.15359583625,043,110,meme
P043_id111_meme_10001.csv,20,5175.836,4230.031000000002,211.5015500000001,200.17749999999998,2354.737107887856,82029.69328621855,215867.61391110148,043,111,meme
P043_id112_meme_10001.csv,31,9135.397,7321.358000000003,236.1728387096775,216.6850000000004,2311.974158872008,54382.80327930102,143112.64020868693,043,112,meme
P043_id113_meme_10001.csv,28,6572.353,5489.291999999999,196.0461428571428,182.64999999999986,3071.2807276921512,80400.14954069132,211579.34089655612,043,113,meme
P043_id114_meme_10001.csv,26,7837.354,6143.653999999999,236.29438461538456,208.06099999999992,3141.713539542456,95982.09691258919,252584.46555944526,043,114,meme
P043_id115_meme_10001.csv,28,8202.976,6725.333,240.19046428571428,207.7035,3907.969589117828,91136.09674071621,239831.8335282006,043,115,meme
P043_id116_meme_10011.csv,54,15026.001,12917.946,239.22122222222222,216.10950000000005,5924.753872495161,142416.50835908763,374780.28515549377,043,116,meme
P043_id117_meme_10011.csv,22,6356.007,5542.908000000002,251.95036363636373,216.65000000000003,2943.3509758845657,118929.37488255049,312972.0391646066,043,117,meme
